round,global_loss,global_acc,global_auc
128,0.1655639736656275,0.9522091974752029,0.8977118989065447
129,0.1680714094107429,0.9520964833183048,0.8943799690564023
130,0.16664428000608786,0.9511947700631199,0.8946943460585163
131,0.1704348719824627,0.9517583408476105,0.9003368548642554
132,0.16667559401680546,0.9520964833183048,0.8972190232310618
133,0.16797083985127426,0.9519837691614067,0.9019124878603998
134,0.1654614596372043,0.9509693417493237,0.9011334115617776
135,0.1698418995704564,0.9510820559062219,0.8976281712382765
136,0.1642074883649167,0.9519837691614067,0.9030089591332966
137,0.16650950189924868,0.9510820559062219,0.9035660618807347
138,0.16111261275358837,0.9517583408476105,0.9033598159396712
139,0.17002443195308278,0.952321911632101,0.905633144227146
140,0.16940662489671343,0.9524346257889991,0.9025853643110732
141,0.16607747921666402,0.9522091974752029,0.9053096481159786
142,0.16879109075371465,0.9509693417493237,0.9080244693382733
143,0.16333779715082622,0.9511947700631199,0.9013121542861875
144,0.1649771835840252,0.9508566275924256,0.9052695124654488
145,0.1697408675825088,0.9515329125338142,0.9028482629501634
146,0.16727992493639943,0.9524346257889991,0.9021336748348618
147,0.1651995798835961,0.9515329125338142,0.9030322776234138
148,0.16321676398526266,0.9519837691614067,0.9046627631051023
149,0.16032752855687182,0.9517583408476105,0.9023257031744893
150,0.1643825778192853,0.9522091974752029,0.8984412071920762
151,0.16539945699882544,0.9524346257889991,0.9016269737024126
152,0.1677573228706719,0.9511947700631199,0.9026802082015235
153,0.16483694689322725,0.9520964833183048,0.9029961585169844
154,0.1638389896344044,0.9522091974752029,0.9031622017673577
155,0.16593436998236635,0.9517583408476105,0.8992672992844019
156,0.164615785291253,0.9525473399458972,0.8969616261210339
157,0.1638164389680112,0.9522091974752029,0.8963394884303776
158,0.17556430466438042,0.9518710550045085,0.8939389360888941
159,0.1657636518607158,0.9522091974752029,0.8972553994037322
160,0.1686434327629777,0.9517583408476105,0.8943416630055105
161,0.16573814132258824,0.9514201983769162,0.8964223957806863
162,0.16769126843674925,0.9516456266907124,0.8968176522220358
163,0.1631569038467512,0.9520964833183048,0.891844613280286
164,0.1710214709167199,0.9516456266907124,0.8979267316006311
165,0.16613260888869516,0.951307484220018,0.8914527093207615
166,0.16644423710305337,0.9515329125338142,0.8957771370848635
167,0.16486508543397374,0.9516456266907124,0.8980168680097871
168,0.16576091448291028,0.9517583408476105,0.8970058917268318
169,0.16546045856468877,0.9520964833183048,0.8961192518998664
170,0.16649352418337726,0.9525473399458972,0.8924608919799933
171,0.16802666855632092,0.9526600541027953,0.8945402216609063
172,0.16735326561069483,0.9527727682596934,0.8931915608490929
173,0.16575360649449683,0.952321911632101,0.8947560115298989
174,0.16844144683426568,0.9519837691614067,0.8927089474413966
175,0.16964821893455398,0.9518710550045085,0.8943172242667453
176,0.17295503623492184,0.9515329125338142,0.8930353169510578
177,0.1675680140798619,0.9525473399458972,0.8912982721037579
178,0.16771340898791962,0.9527727682596934,0.8923748662855353
179,0.16517690354009218,0.9529981965734896,0.8901494422854977
180,0.16909303400385034,0.9515329125338142,0.8904144176165857
181,0.16788703080141165,0.9520964833183048,0.8906459304263602
182,0.16638027821273632,0.9517583408476105,0.8922481113253944
183,0.16996862813624627,0.9519837691614067,0.892242552131634
184,0.16960074511781584,0.9510820559062219,0.8924670478649349
185,0.17356268562107977,0.9520964833183048,0.8941461618016107
186,0.16419821950910166,0.9529981965734896,0.8915885170245301
187,0.16505877916785958,0.9525473399458972,0.8935852179294502
188,0.16956815561117997,0.9519837691614067,0.8894272579972464
189,0.16518580664001317,0.9522091974752029,0.8924518371886202
190,0.16949342623814048,0.9518710550045085,0.8942105974815241
191,0.17391699012810855,0.9518710550045085,0.893827158553104
192,0.16912408115548427,0.9518710550045085,0.8917127763957706
193,0.17333244636254486,0.9522091974752029,0.893369221965914
194,0.17134376614383104,0.951307484220018,0.891960154865644
195,0.16581404205473396,0.9522091974752029,0.8944538662638801
196,0.17315990990153754,0.9526600541027953,0.8944658927242447
197,0.17390800041062177,0.9520964833183048,0.8887546329027302
198,0.17073414596547168,0.9522091974752029,0.8847009122844353
199,0.1672326883716203,0.9522091974752029,0.8944256193370839
200,0.17101798712969166,0.9522091974752029,0.8937003289482987
